Country/Region,Date,Confirmed,Deaths,Recovered
Mauritania,1-3-20,0,0,0
Mauritius,1-3-20,0,0,0
Mexico,1-3-20,5,0,0
Moldova,1-3-20,0,0,0
Monaco,1-3-20,1,0,0
Mongolia,1-3-20,0,0,0
Montenegro,1-3-20,0,0,0
Morocco,1-3-20,0,0,0
Namibia,1-3-20,0,0,0
Nepal,1-3-20,1,0,1
New Zealand,1-3-20,1,0,0
Nicaragua,1-3-20,0,0,0
Niger,1-3-20,0,0,0
Nigeria,1-3-20,1,0,0
North Macedonia,1-3-20,1,0,0
Norway,1-3-20,19,0,0
Oman,1-3-20,6,0,1
Pakistan,1-3-20,4,0,0
Panama,1-3-20,0,0,0
Papua New Guinea,1-3-20,0,0,0
Paraguay,1-3-20,0,0,0
Peru,1-3-20,0,0,0
Philippines,1-3-20,3,1,1
Poland,1-3-20,0,0,0
Portugal,1-3-20,0,0,0
Qatar,1-3-20,3,0,0
Romania,1-3-20,3,0,0
Russia,1-3-20,2,0,2
Rwanda,1-3-20,0,0,0
Saint Lucia,1-3-20,0,0,0
Saint Vincent and the Grenadines,1-3-20,0,0,0
San Marino,1-3-20,1,0,0
Saudi Arabia,1-3-20,0,0,0
Senegal,1-3-20,0,0,0
Serbia,1-3-20,0,0,0
Seychelles,1-3-20,0,0,0
Singapore,1-3-20,106,0,72
Slovakia,1-3-20,0,0,0
Slovenia,1-3-20,0,0,0
Somalia,1-3-20,0,0,0
South Africa,1-3-20,0,0,0
Spain,1-3-20,84,0,2
Sri Lanka,1-3-20,1,0,1
Sudan,1-3-20,0,0,0
Suriname,1-3-20,0,0,0
Sweden,1-3-20,14,0,0
Switzerland,1-3-20,27,0,0
Taiwan*,1-3-20,40,1,9
Tanzania,1-3-20,0,0,0
Thailand,1-3-20,42,1,28
Togo,1-3-20,0,0,0
Trinidad and Tobago,1-3-20,0,0,0
Tunisia,1-3-20,0,0,0
Turkey,1-3-20,0,0,0
Uganda,1-3-20,0,0,0
Ukraine,1-3-20,0,0,0
United Arab Emirates,1-3-20,21,0,5
Uruguay,1-3-20,0,0,0
US,1-3-20,74,1,7
Uzbekistan,1-3-20,0,0,0
Venezuela,1-3-20,0,0,0
Vietnam,1-3-20,16,0,16
Zambia,1-3-20,0,0,0
Zimbabwe,1-3-20,0,0,0
Dominica,1-3-20,0,0,0
Grenada,1-3-20,0,0,0
Mozambique,1-3-20,0,0,0
Syria,1-3-20,0,0,0
Timor-Leste,1-3-20,0,0,0
Belize,1-3-20,0,0,0
Laos,1-3-20,0,0,0
Libya,1-3-20,0,0,0
West Bank and Gaza,1-3-20,0,0,0
Guinea-Bissau,1-3-20,0,0,0
Mali,1-3-20,0,0,0
Saint Kitts and Nevis,1-3-20,0,0,0
Kosovo,1-3-20,0,0,0
Burma,1-3-20,0,0,0
MS Zaandam,1-3-20,0,0,0
Botswana,1-3-20,0,0,0
Burundi,1-3-20,0,0,0
Sierra Leone,1-3-20,0,0,0
Malawi,1-3-20,0,0,0
Australia,2-3-20,30,1,11
Canada,2-3-20,27,0,0
China,2-3-20,80136,2914,44854
Denmark,2-3-20,4,0,0
France,2-3-20,191,3,12
Netherlands,2-3-20,18,0,0
United Kingdom,2-3-20,40,0,8
Afghanistan,2-3-20,1,0,0
Albania,2-3-20,0,0,0
Algeria,2-3-20,3,0,0
Andorra,2-3-20,1,0,0
Angola,2-3-20,0,0,0
Antigua and Barbuda,2-3-20,0,0,0
Argentina,2-3-20,0,0,0
Armenia,2-3-20,1,0,0
Austria,2-3-20,18,0,0
Azerbaijan,2-3-20,3,0,0
Bahamas,2-3-20,0,0,0
Bahrain,2-3-20,49,0,0
Bangladesh,2-3-20,0,0,0
Barbados,2-3-20,0,0,0
Belarus,2-3-20,1,0,0
Belgium,2-3-20,8,0,1
Benin,2-3-20,0,0,0
Bhutan,2-3-20,0,0,0
Bolivia,2-3-20,0,0,0
Bosnia and Herzegovina,2-3-20,0,0,0
Brazil,2-3-20,2,0,0
Brunei,2-3-20,0,0,0
Bulgaria,2-3-20,0,0,0
Burkina Faso,2-3-20,0,0,0
Cabo Verde,2-3-20,0,0,0
Cambodia,2-3-20,1,0,1
Cameroon,2-3-20,0,0,0
Central African Republic,2-3-20,0,0,0
Chad,2-3-20,0,0,0
Chile,2-3-20,0,0,0
Colombia,2-3-20,0,0,0
Congo (Brazzaville),2-3-20,0,0,0
Congo (Kinshasa),2-3-20,0,0,0
Costa Rica,2-3-20,0,0,0
Cote d'Ivoire,2-3-20,0,0,0
Croatia,2-3-20,7,0,0
Diamond Princess,2-3-20,705,6,10
Cuba,2-3-20,0,0,0
Cyprus,2-3-20,0,0,0
Czechia,2-3-20,3,0,0
Djibouti,2-3-20,0,0,0
Dominican Republic,2-3-20,1,0,0
Ecuador,2-3-20,6,0,0
Egypt,2-3-20,2,0,1
El Salvador,2-3-20,0,0,0
Equatorial Guinea,2-3-20,0,0,0
Eritrea,2-3-20,0,0,0
Estonia,2-3-20,1,0,0
Eswatini,2-3-20,0,0,0
Ethiopia,2-3-20,0,0,0
Fiji,2-3-20,0,0,0
Finland,2-3-20,6,0,1
Gabon,2-3-20,0,0,0
Gambia,2-3-20,0,0,0
Georgia,2-3-20,3,0,0
Germany,2-3-20,159,0,16
Ghana,2-3-20,0,0,0
Greece,2-3-20,7,0,0
Guatemala,2-3-20,0,0,0
Guinea,2-3-20,0,0,0
Guyana,2-3-20,0,0,0
Haiti,2-3-20,0,0,0
Holy See,2-3-20,0,0,0
Honduras,2-3-20,0,0,0
Hungary,2-3-20,0,0,0
Iceland,2-3-20,6,0,0
India,2-3-20,5,0,3
Indonesia,2-3-20,2,0,0
Iran,2-3-20,1501,66,291
Iraq,2-3-20,26,0,0
Ireland,2-3-20,1,0,0
Israel,2-3-20,10,0,1
Italy,2-3-20,2036,52,149
Jamaica,2-3-20,0,0,0
Japan,2-3-20,274,6,32
Jordan,2-3-20,0,0,0
Kazakhstan,2-3-20,0,0,0
Kenya,2-3-20,0,0,0
South Korea,2-3-20,4335,28,30
Kuwait,2-3-20,56,0,0
Kyrgyzstan,2-3-20,0,0,0
Latvia,2-3-20,1,0,0
Lebanon,2-3-20,13,0,0
Liberia,2-3-20,0,0,0
Liechtenstein,2-3-20,0,0,0
Lithuania,2-3-20,1,0,0
Luxembourg,2-3-20,1,0,0
Madagascar,2-3-20,0,0,0
Malaysia,2-3-20,29,0,18
Maldives,2-3-20,0,0,0
Malta,2-3-20,0,0,0
Mauritania,2-3-20,0,0,0
Mauritius,2-3-20,0,0,0
Mexico,2-3-20,5,0,0
Moldova,2-3-20,0,0,0
Monaco,2-3-20,1,0,0
Mongolia,2-3-20,0,0,0
Montenegro,2-3-20,0,0,0
Morocco,2-3-20,1,0,0
Namibia,2-3-20,0,0,0
Nepal,2-3-20,1,0,1
New Zealand,2-3-20,1,0,0
Nicaragua,2-3-20,0,0,0
Niger,2-3-20,0,0,0
Nigeria,2-3-20,1,0,0
North Macedonia,2-3-20,1,0,0
Norway,2-3-20,25,0,0
Oman,2-3-20,6,0,1
Pakistan,2-3-20,4,0,0
Panama,2-3-20,0,0,0
Papua New Guinea,2-3-20,0,0,0
Paraguay,2-3-20,0,0,0
Peru,2-3-20,0,0,0
Philippines,2-3-20,3,1,1
Poland,2-3-20,0,0,0
Portugal,2-3-20,2,0,0
Qatar,2-3-20,3,0,0
Romania,2-3-20,3,0,0
Russia,2-3-20,3,0,2
Rwanda,2-3-20,0,0,0
Saint Lucia,2-3-20,0,0,0
Saint Vincent and the Grenadines,2-3-20,0,0,0
San Marino,2-3-20,8,0,0
Saudi Arabia,2-3-20,1,0,0
Senegal,2-3-20,1,0,0
Serbia,2-3-20,0,0,0
Seychelles,2-3-20,0,0,0
Singapore,2-3-20,108,0,78
Slovakia,2-3-20,0,0,0
Slovenia,2-3-20,0,0,0
Somalia,2-3-20,0,0,0
South Africa,2-3-20,0,0,0
Spain,2-3-20,120,0,2
Sri Lanka,2-3-20,1,0,1
Sudan,2-3-20,0,0,0
Suriname,2-3-20,0,0,0
Sweden,2-3-20,15,0,0
Switzerland,2-3-20,42,0,0
Taiwan*,2-3-20,41,1,12
Tanzania,2-3-20,0,0,0
Thailand,2-3-20,43,1,31
Togo,2-3-20,0,0,0
Trinidad and Tobago,2-3-20,0,0,0
Tunisia,2-3-20,0,0,0
Turkey,2-3-20,0,0,0
Uganda,2-3-20,0,0,0
Ukraine,2-3-20,0,0,0
United Arab Emirates,2-3-20,21,0,5
Uruguay,2-3-20,0,0,0
US,2-3-20,98,6,7
Uzbekistan,2-3-20,0,0,0
Venezuela,2-3-20,0,0,0
Vietnam,2-3-20,16,0,16
Zambia,2-3-20,0,0,0
Zimbabwe,2-3-20,0,0,0
Dominica,2-3-20,0,0,0
Grenada,2-3-20,0,0,0
Mozambique,2-3-20,0,0,0
Syria,2-3-20,0,0,0
Timor-Leste,2-3-20,0,0,0
Belize,2-3-20,0,0,0
Laos,2-3-20,0,0,0
Libya,2-3-20,0,0,0
West Bank and Gaza,2-3-20,0,0,0
Guinea-Bissau,2-3-20,0,0,0
Mali,2-3-20,0,0,0
Saint Kitts and Nevis,2-3-20,0,0,0
Kosovo,2-3-20,0,0,0
Burma,2-3-20,0,0,0
MS Zaandam,2-3-20,0,0,0
Botswana,2-3-20,0,0,0
Burundi,2-3-20,0,0,0
Sierra Leone,2-3-20,0,0,0
Malawi,2-3-20,0,0,0
Australia,3-3-20,39,1,11
Canada,3-3-20,30,0,0
China,3-3-20,80261,2947,47450
Denmark,3-3-20,6,0,0
France,3-3-20,204,4,12
Netherlands,3-3-20,24,0,0
United Kingdom,3-3-20,51,0,8
Afghanistan,3-3-20,1,0,0
Albania,3-3-20,0,0,0
Algeria,3-3-20,5,0,0
Andorra,3-3-20,1,0,0
Angola,3-3-20,0,0,0
Antigua and Barbuda,3-3-20,0,0,0
Argentina,3-3-20,1,0,0
Armenia,3-3-20,1,0,0
Austria,3-3-20,21,0,0
Azerbaijan,3-3-20,3,0,0
Bahamas,3-3-20,0,0,0
Bahrain,3-3-20,49,0,0
Bangladesh,3-3-20,0,0,0
Barbados,3-3-20,0,0,0
Belarus,3-3-20,1,0,0
Belgium,3-3-20,13,0,1
Benin,3-3-20,0,0,0
Bhutan,3-3-20,0,0,0
Bolivia,3-3-20,0,0,0
Bosnia and Herzegovina,3-3-20,0,0,0
Brazil,3-3-20,2,0,0
Brunei,3-3-20,0,0,0
Bulgaria,3-3-20,0,0,0
Burkina Faso,3-3-20,0,0,0
Cabo Verde,3-3-20,0,0,0
Cambodia,3-3-20,1,0,1
Cameroon,3-3-20,0,0,0
Central African Republic,3-3-20,0,0,0
Chad,3-3-20,0,0,0
Chile,3-3-20,1,0,0
Colombia,3-3-20,0,0,0
Congo (Brazzaville),3-3-20,0,0,0
Congo (Kinshasa),3-3-20,0,0,0
Costa Rica,3-3-20,0,0,0
Cote d'Ivoire,3-3-20,0,0,0
Croatia,3-3-20,9,0,0
Diamond Princess,3-3-20,706,6,10
Cuba,3-3-20,0,0,0
Cyprus,3-3-20,0,0,0
Czechia,3-3-20,5,0,0
Djibouti,3-3-20,0,0,0
Dominican Republic,3-3-20,1,0,0
Ecuador,3-3-20,7,0,0
Egypt,3-3-20,2,0,1
El Salvador,3-3-20,0,0,0
Equatorial Guinea,3-3-20,0,0,0
Eritrea,3-3-20,0,0,0
Estonia,3-3-20,2,0,0
Eswatini,3-3-20,0,0,0
Ethiopia,3-3-20,0,0,0
Fiji,3-3-20,0,0,0
Finland,3-3-20,6,0,1
Gabon,3-3-20,0,0,0
Gambia,3-3-20,0,0,0
Georgia,3-3-20,3,0,0
Germany,3-3-20,196,0,16
Ghana,3-3-20,0,0,0
Greece,3-3-20,7,0,0
Guatemala,3-3-20,0,0,0
Guinea,3-3-20,0,0,0
Guyana,3-3-20,0,0,0
Haiti,3-3-20,0,0,0
Holy See,3-3-20,0,0,0
Honduras,3-3-20,0,0,0
Hungary,3-3-20,0,0,0
Iceland,3-3-20,11,0,0
India,3-3-20,5,0,3
Indonesia,3-3-20,2,0,0
Iran,3-3-20,2336,77,291
Iraq,3-3-20,32,0,0
Ireland,3-3-20,2,0,0
Israel,3-3-20,12,0,1
Italy,3-3-20,2502,79,160
Jamaica,3-3-20,0,0,0
Japan,3-3-20,293,6,43
Jordan,3-3-20,1,0,0
Kazakhstan,3-3-20,0,0,0
Kenya,3-3-20,0,0,0
South Korea,3-3-20,5186,28,30
Kuwait,3-3-20,56,0,0
Kyrgyzstan,3-3-20,0,0,0
Latvia,3-3-20,1,0,0
Lebanon,3-3-20,13,0,0
Liberia,3-3-20,0,0,0
Liechtenstein,3-3-20,0,0,0
Lithuania,3-3-20,1,0,0
Luxembourg,3-3-20,1,0,0
Madagascar,3-3-20,0,0,0
Malaysia,3-3-20,36,0,22
Maldives,3-3-20,0,0,0
Malta,3-3-20,0,0,0
Mauritania,3-3-20,0,0,0
Mauritius,3-3-20,0,0,0
Mexico,3-3-20,5,0,1
Moldova,3-3-20,0,0,0
Monaco,3-3-20,1,0,0
Mongolia,3-3-20,0,0,0
Montenegro,3-3-20,0,0,0
Morocco,3-3-20,1,0,0
Namibia,3-3-20,0,0,0
Nepal,3-3-20,1,0,1
New Zealand,3-3-20,1,0,0
Nicaragua,3-3-20,0,0,0
Niger,3-3-20,0,0,0
Nigeria,3-3-20,1,0,0
North Macedonia,3-3-20,1,0,0
Norway,3-3-20,32,0,0
Oman,3-3-20,12,0,2
Pakistan,3-3-20,5,0,0
Panama,3-3-20,0,0,0
Papua New Guinea,3-3-20,0,0,0
Paraguay,3-3-20,0,0,0
Peru,3-3-20,0,0,0
Philippines,3-3-20,3,1,1
Poland,3-3-20,0,0,0
Portugal,3-3-20,2,0,0
Qatar,3-3-20,7,0,0
Romania,3-3-20,3,0,0
Russia,3-3-20,3,0,2
Rwanda,3-3-20,0,0,0
Saint Lucia,3-3-20,0,0,0
Saint Vincent and the Grenadines,3-3-20,0,0,0
San Marino,3-3-20,10,1,0
Saudi Arabia,3-3-20,1,0,0
Senegal,3-3-20,2,0,0
Serbia,3-3-20,0,0,0
Seychelles,3-3-20,0,0,0
Singapore,3-3-20,110,0,78
Slovakia,3-3-20,0,0,0
Slovenia,3-3-20,0,0,0
Somalia,3-3-20,0,0,0
South Africa,3-3-20,0,0,0
Spain,3-3-20,165,1,2
Sri Lanka,3-3-20,1,0,1
Sudan,3-3-20,0,0,0
Suriname,3-3-20,0,0,0
Sweden,3-3-20,21,0,0
Switzerland,3-3-20,56,0,2
Taiwan*,3-3-20,42,1,12
Tanzania,3-3-20,0,0,0
Thailand,3-3-20,43,1,31
Togo,3-3-20,0,0,0
Trinidad and Tobago,3-3-20,0,0,0
Tunisia,3-3-20,0,0,0
Turkey,3-3-20,0,0,0
Uganda,3-3-20,0,0,0
Ukraine,3-3-20,1,0,0
United Arab Emirates,3-3-20,27,0,5
Uruguay,3-3-20,0,0,0
US,3-3-20,118,7,7
Uzbekistan,3-3-20,0,0,0
Venezuela,3-3-20,0,0,0
Vietnam,3-3-20,16,0,16
Zambia,3-3-20,0,0,0
Zimbabwe,3-3-20,0,0,0
Dominica,3-3-20,0,0,0
Grenada,3-3-20,0,0,0
Mozambique,3-3-20,0,0,0
Syria,3-3-20,0,0,0
Timor-Leste,3-3-20,0,0,0
Belize,3-3-20,0,0,0
Laos,3-3-20,0,0,0
Libya,3-3-20,0,0,0
West Bank and Gaza,3-3-20,0,0,0
Guinea-Bissau,3-3-20,0,0,0
Mali,3-3-20,0,0,0
Saint Kitts and Nevis,3-3-20,0,0,0
Kosovo,3-3-20,0,0,0
Burma,3-3-20,0,0,0
MS Zaandam,3-3-20,0,0,0
Botswana,3-3-20,0,0,0
Burundi,3-3-20,0,0,0
Sierra Leone,3-3-20,0,0,0
Malawi,3-3-20,0,0,0
Australia,4-3-20,52,2,11
Canada,4-3-20,33,0,0
China,4-3-20,80386,2983,50001
Denmark,4-3-20,11,0,0
France,4-3-20,288,4,12
Netherlands,4-3-20,38,0,0
United Kingdom,4-3-20,86,0,8
Afghanistan,4-3-20,1,0,0
Albania,4-3-20,0,0,0
Algeria,4-3-20,12,0,0
Andorra,4-3-20,1,0,0
Angola,4-3-20,0,0,0
Antigua and Barbuda,4-3-20,0,0,0
Argentina,4-3-20,1,0,0
Armenia,4-3-20,1,0,0
Austria,4-3-20,29,0,0
Azerbaijan,4-3-20,3,0,0
Bahamas,4-3-20,0,0,0
Bahrain,4-3-20,52,0,0
Bangladesh,4-3-20,0,0,0
Barbados,4-3-20,0,0,0
Belarus,4-3-20,6,0,0
Belgium,4-3-20,23,0,1
Benin,4-3-20,0,0,0
Bhutan,4-3-20,0,0,0
Bolivia,4-3-20,0,0,0
Bosnia and Herzegovina,4-3-20,0,0,0
Brazil,4-3-20,4,0,0
Brunei,4-3-20,0,0,0
Bulgaria,4-3-20,0,0,0
Burkina Faso,4-3-20,0,0,0
Cabo Verde,4-3-20,0,0,0
Cambodia,4-3-20,1,0,1
Cameroon,4-3-20,0,0,0
Central African Republic,4-3-20,0,0,0
Chad,4-3-20,0,0,0
Chile,4-3-20,1,0,0
Colombia,4-3-20,0,0,0
Congo (Brazzaville),4-3-20,0,0,0
Congo (Kinshasa),4-3-20,0,0,0
Costa Rica,4-3-20,0,0,0
Cote d'Ivoire,4-3-20,0,0,0
Croatia,4-3-20,10,0,0
Diamond Princess,4-3-20,706,6,10
Cuba,4-3-20,0,0,0
Cyprus,4-3-20,0,0,0
Czechia,4-3-20,8,0,0
Djibouti,4-3-20,0,0,0
Dominican Republic,4-3-20,1,0,0
Ecuador,4-3-20,10,0,0
Egypt,4-3-20,2,0,1
El Salvador,4-3-20,0,0,0
Equatorial Guinea,4-3-20,0,0,0
Eritrea,4-3-20,0,0,0
Estonia,4-3-20,2,0,0
Eswatini,4-3-20,0,0,0
Ethiopia,4-3-20,0,0,0
Fiji,4-3-20,0,0,0
Finland,4-3-20,6,0,1
Gabon,4-3-20,0,0,0
Gambia,4-3-20,0,0,0
Georgia,4-3-20,3,0,0
Germany,4-3-20,262,0,16
Ghana,4-3-20,0,0,0
Greece,4-3-20,9,0,0
Guatemala,4-3-20,0,0,0
Guinea,4-3-20,0,0,0
Guyana,4-3-20,0,0,0
Haiti,4-3-20,0,0,0
Holy See,4-3-20,0,0,0
Honduras,4-3-20,0,0,0
Hungary,4-3-20,2,0,0
Iceland,4-3-20,26,0,0
India,4-3-20,28,0,3
Indonesia,4-3-20,2,0,0
Iran,4-3-20,2922,92,552
Iraq,4-3-20,35,2,0
Ireland,4-3-20,6,0,0
Israel,4-3-20,15,0,1
Italy,4-3-20,3089,107,276
Jamaica,4-3-20,0,0,0
Japan,4-3-20,331,6,43
Jordan,4-3-20,1,0,0
Kazakhstan,4-3-20,0,0,0
Kenya,4-3-20,0,0,0
South Korea,4-3-20,5621,35,41
Kuwait,4-3-20,56,0,0
Kyrgyzstan,4-3-20,0,0,0
Latvia,4-3-20,1,0,0
Lebanon,4-3-20,13,0,1
Liberia,4-3-20,0,0,0
Liechtenstein,4-3-20,1,0,0
Lithuania,4-3-20,1,0,0
Luxembourg,4-3-20,1,0,0
Madagascar,4-3-20,0,0,0
Malaysia,4-3-20,50,0,22
Maldives,4-3-20,0,0,0
Malta,4-3-20,0,0,0
Mauritania,4-3-20,0,0,0
Mauritius,4-3-20,0,0,0
Mexico,4-3-20,5,0,1
Moldova,4-3-20,0,0,0
Monaco,4-3-20,1,0,0
Mongolia,4-3-20,0,0,0
Montenegro,4-3-20,0,0,0
Morocco,4-3-20,1,0,0
Namibia,4-3-20,0,0,0
Nepal,4-3-20,1,0,1
New Zealand,4-3-20,3,0,0
Nicaragua,4-3-20,0,0,0
Niger,4-3-20,0,0,0
Nigeria,4-3-20,1,0,0
North Macedonia,4-3-20,1,0,0
Norway,4-3-20,56,0,0
Oman,4-3-20,15,0,2
Pakistan,4-3-20,5,0,0
Panama,4-3-20,0,0,0
Papua New Guinea,4-3-20,0,0,0
Paraguay,4-3-20,0,0,0
Peru,4-3-20,0,0,0
Philippines,4-3-20,3,1,1
Poland,4-3-20,1,0,0
Portugal,4-3-20,5,0,0
Qatar,4-3-20,8,0,0
Romania,4-3-20,4,0,1
Russia,4-3-20,3,0,2
Rwanda,4-3-20,0,0,0
Saint Lucia,4-3-20,0,0,0
Saint Vincent and the Grenadines,4-3-20,0,0,0
San Marino,4-3-20,16,1,0
Saudi Arabia,4-3-20,1,0,0
Senegal,4-3-20,4,0,0
Serbia,4-3-20,0,0,0
Seychelles,4-3-20,0,0,0
Singapore,4-3-20,110,0,78
Slovakia,4-3-20,0,0,0
Slovenia,4-3-20,0,0,0
Somalia,4-3-20,0,0,0
South Africa,4-3-20,0,0,0
Spain,4-3-20,222,2,2
Sri Lanka,4-3-20,1,0,1
Sudan,4-3-20,0,0,0
Suriname,4-3-20,0,0,0
Sweden,4-3-20,35,0,0
Switzerland,4-3-20,90,0,3
Taiwan*,4-3-20,42,1,12
Tanzania,4-3-20,0,0,0
Thailand,4-3-20,43,1,31
Togo,4-3-20,0,0,0
Trinidad and Tobago,4-3-20,0,0,0
Tunisia,4-3-20,1,0,0
Turkey,4-3-20,0,0,0
Uganda,4-3-20,0,0,0
Ukraine,4-3-20,1,0,0
United Arab Emirates,4-3-20,27,0,5
Uruguay,4-3-20,0,0,0
US,4-3-20,149,11,7
Uzbekistan,4-3-20,0,0,0
Venezuela,4-3-20,0,0,0
Vietnam,4-3-20,16,0,16
Zambia,4-3-20,0,0,0
Zimbabwe,4-3-20,0,0,0
Dominica,4-3-20,0,0,0
Grenada,4-3-20,0,0,0
Mozambique,4-3-20,0,0,0
Syria,4-3-20,0,0,0
Timor-Leste,4-3-20,0,0,0
Belize,4-3-20,0,0,0
Laos,4-3-20,0,0,0
Libya,4-3-20,0,0,0
West Bank and Gaza,4-3-20,0,0,0
Guinea-Bissau,4-3-20,0,0,0
Mali,4-3-20,0,0,0
Saint Kitts and Nevis,4-3-20,0,0,0
Kosovo,4-3-20,0,0,0
Burma,4-3-20,0,0,0
MS Zaandam,4-3-20,0,0,0
Botswana,4-3-20,0,0,0
Burundi,4-3-20,0,0,0
Sierra Leone,4-3-20,0,0,0
Malawi,4-3-20,0,0,0
Australia,5-3-20,55,2,21
Canada,5-3-20,37,0,0
China,5-3-20,80537,3015,52292
Denmark,5-3-20,11,0,0
France,5-3-20,380,6,12
Netherlands,5-3-20,82,0,0
United Kingdom,5-3-20,116,1,8
Afghanistan,5-3-20,1,0,0
Albania,5-3-20,0,0,0
Algeria,5-3-20,12,0,0
Andorra,5-3-20,1,0,0
Angola,5-3-20,0,0,0
Antigua and Barbuda,5-3-20,0,0,0
Argentina,5-3-20,1,0,0
Armenia,5-3-20,1,0,0
Austria,5-3-20,41,0,0
Azerbaijan,5-3-20,6,0,0
Bahamas,5-3-20,0,0,0
Bahrain,5-3-20,55,0,0
Bangladesh,5-3-20,0,0,0
Barbados,5-3-20,0,0,0
Belarus,5-3-20,6,0,0
Belgium,5-3-20,50,0,1
Benin,5-3-20,0,0,0
Bhutan,5-3-20,0,0,0
Bolivia,5-3-20,0,0,0
Bosnia and Herzegovina,5-3-20,2,0,0
Brazil,5-3-20,4,0,0
Brunei,5-3-20,0,0,0
Bulgaria,5-3-20,0,0,0
Burkina Faso,5-3-20,0,0,0
Cabo Verde,5-3-20,0,0,0
Cambodia,5-3-20,1,0,1
Cameroon,5-3-20,0,0,0
Central African Republic,5-3-20,0,0,0
Chad,5-3-20,0,0,0
Chile,5-3-20,4,0,0
Colombia,5-3-20,0,0,0
Congo (Brazzaville),5-3-20,0,0,0
Congo (Kinshasa),5-3-20,0,0,0
Costa Rica,5-3-20,0,0,0
Cote d'Ivoire,5-3-20,0,0,0
Croatia,5-3-20,10,0,0
Diamond Princess,5-3-20,706,6,10
Cuba,5-3-20,0,0,0
Cyprus,5-3-20,0,0,0
Czechia,5-3-20,12,0,0
Djibouti,5-3-20,0,0,0
Dominican Republic,5-3-20,1,0,0
Ecuador,5-3-20,13,0,0
Egypt,5-3-20,3,0,1
El Salvador,5-3-20,0,0,0
Equatorial Guinea,5-3-20,0,0,0
Eritrea,5-3-20,0,0,0
Estonia,5-3-20,3,0,0
Eswatini,5-3-20,0,0,0
Ethiopia,5-3-20,0,0,0
Fiji,5-3-20,0,0,0
Finland,5-3-20,12,0,1
Gabon,5-3-20,0,0,0
Gambia,5-3-20,0,0,0
Georgia,5-3-20,4,0,0
Germany,5-3-20,482,0,16
Ghana,5-3-20,0,0,0
Greece,5-3-20,31,0,0
Guatemala,5-3-20,0,0,0
Guinea,5-3-20,0,0,0
Guyana,5-3-20,0,0,0
Haiti,5-3-20,0,0,0
Holy See,5-3-20,0,0,0
Honduras,5-3-20,0,0,0
Hungary,5-3-20,2,0,0
Iceland,5-3-20,34,0,0
India,5-3-20,30,0,3
Indonesia,5-3-20,2,0,0
Iran,5-3-20,3513,107,739
Iraq,5-3-20,35,2,0
Ireland,5-3-20,6,0,0
Israel,5-3-20,20,0,1
Italy,5-3-20,3858,148,414
Jamaica,5-3-20,0,0,0
Japan,5-3-20,360,6,43
Jordan,5-3-20,1,0,0
Kazakhstan,5-3-20,0,0,0
Kenya,5-3-20,0,0,0
South Korea,5-3-20,6088,35,41
Kuwait,5-3-20,58,0,0
Kyrgyzstan,5-3-20,0,0,0
Latvia,5-3-20,1,0,0
Lebanon,5-3-20,16,0,1
Liberia,5-3-20,0,0,0
Liechtenstein,5-3-20,1,0,0
Lithuania,5-3-20,1,0,0
Luxembourg,5-3-20,1,0,0
Madagascar,5-3-20,0,0,0
Malaysia,5-3-20,50,0,22
Maldives,5-3-20,0,0,0
Malta,5-3-20,0,0,0
Mauritania,5-3-20,0,0,0
Mauritius,5-3-20,0,0,0
Mexico,5-3-20,5,0,1
Moldova,5-3-20,0,0,0
Monaco,5-3-20,1,0,0
Mongolia,5-3-20,0,0,0
Montenegro,5-3-20,0,0,0
Morocco,5-3-20,2,0,0
Namibia,5-3-20,0,0,0
Nepal,5-3-20,1,0,1
New Zealand,5-3-20,3,0,0
Nicaragua,5-3-20,0,0,0
Niger,5-3-20,0,0,0
Nigeria,5-3-20,1,0,0
North Macedonia,5-3-20,1,0,0
Norway,5-3-20,87,0,0
Oman,5-3-20,16,0,2
Pakistan,5-3-20,5,0,0
Panama,5-3-20,0,0,0
Papua New Guinea,5-3-20,0,0,0
Paraguay,5-3-20,0,0,0
Peru,5-3-20,0,0,0
Philippines,5-3-20,3,1,1
Poland,5-3-20,1,0,0
Portugal,5-3-20,8,0,0
Qatar,5-3-20,8,0,0
Romania,5-3-20,6,0,1
Russia,5-3-20,4,0,2
Rwanda,5-3-20,0,0,0
Saint Lucia,5-3-20,0,0,0
Saint Vincent and the Grenadines,5-3-20,0,0,0
San Marino,5-3-20,21,1,0
Saudi Arabia,5-3-20,5,0,0
Senegal,5-3-20,4,0,0
Serbia,5-3-20,0,0,0
Seychelles,5-3-20,0,0,0
Singapore,5-3-20,117,0,78
Slovakia,5-3-20,0,0,0
Slovenia,5-3-20,2,0,0
Somalia,5-3-20,0,0,0
South Africa,5-3-20,1,0,0
Spain,5-3-20,259,3,2
Sri Lanka,5-3-20,1,0,1
Sudan,5-3-20,0,0,0
Suriname,5-3-20,0,0,0
Sweden,5-3-20,94,0,0
Switzerland,5-3-20,114,1,3
Taiwan*,5-3-20,44,1,12
Tanzania,5-3-20,0,0,0
Thailand,5-3-20,47,1,31
Togo,5-3-20,0,0,0
Trinidad and Tobago,5-3-20,0,0,0
Tunisia,5-3-20,1,0,0
Turkey,5-3-20,0,0,0
Uganda,5-3-20,0,0,0
Ukraine,5-3-20,1,0,0
United Arab Emirates,5-3-20,29,0,5
Uruguay,5-3-20,0,0,0
